Loan Ids,Good/Bad Loan,Covid_Period(Default),RECOMENDED_LOAN_AMT,INTEREST_RATE,TENOR,TOTAL_COLLATERAL_VALUE,REC_BASIS,FRESH_TOPUP,PRODUCT,CONSTITUTION,SOURCE_BRANCH,APPLICANT_STATE,APPLICANT_CITY,COBORROWER1_DESIGNATION,COBORROWER2_DESIGNATION,COBORROWER1_CIBILSCORE,COBORROWER2_CIBILSCORE,LOCALITY,Years of Operation,TOTAL_INCOME
sdv-id-AtHALm,Good,No,184149,14,26,16206782.5,Cashflows,Fresh,Unsecured,Trust,W,New Hampshire,Frankborough,Member,Secretary,866,862,RURAL,3,2498558
sdv-id-xNXWfH,Bad,No,7081,14,25,,Bank Credits,Fresh,Secured,Trust,C,Wyoming,South Tina,President,Member,866,862,RURAL,2,102016
sdv-id-JDLlJq,Bad,Yes,110475,14,35,,Cashflows,Fresh,Secured,Trust,B,West Virginia,Rodriguezchester,President,Vice President,-1,-1,RURAL,20,2764124
sdv-id-eyZpEH,Good,No,3666261,14,41,,Finance Ledgers,Fresh,Unsecured,Trust,K,Louisiana,Charlesmouth,President,Secretary,866,583,RURAL,27,6283620
sdv-id-cLQFeK,Bad,Yes,11143,14,16,7812993.366,Finance Ledgers,Fresh,Unsecured,Trust,F,Vermont,West Marthachester,Secretary,Secretary,866,862,URBAN,0,91781
sdv-id-bIgjgw,Bad,Yes,1280012,14,64,,Cashflows,Fresh,Secured,Society,^,Texas,Port Megan,Secretary,Secretary,866,862,RURAL,8,7048894
sdv-id-dzNWxr,Good,No,485326,14,29,,Finance Ledgers,Fresh,Others,Trust,O,Massachusetts,South Mariamouth,President,Member,744,862,SEMIU,9,13570608
sdv-id-DaMyNR,Bad,Yes,938130,14,58,17298402.67,Cashflows,Fresh,Unsecured,Trust,H,Illinois,New Coreyhaven,Chairman,Member,598,123,URBAN,5,15147197
sdv-id-TkmbAa,Good,Yes,127212,14,45,,Cashflows,Fresh,Others,Society,R,Rhode Island,Rodriguezchester,Chairman,Member,846,720,URBAN,9,14673454
sdv-id-qQrsjR,Good,No,1601240,14,33,34915844.34,Finance Ledgers,Fresh,Unsecured,Trust,^,New Hampshire,South Gina,President,Chairman,866,2,RURAL,17,14154284
sdv-id-rvueYV,Good,No,2325958,14,28,,Cashflows,Fresh,Others,Trust,K,South Carolina,Lake Anthonyfurt,Secretary,Member,866,-1,URBAN,4,21030066
sdv-id-QHfkeU,Bad,Yes,161830,14,75,,Cashflows,Fresh,Others,Trust,V,New York,East Ashleyhaven,Managing Trustee,Correspondent,504,862,SEMIU,23,4522515
sdv-id-SjYrOu,Bad,Yes,7144720,14,78,16328075.39,Cashflows,Fresh,Others,Trust,J,Wyoming,Victortown,Managing Trustee,President,866,846,RURAL,6,26600184
sdv-id-FEvrRe,Good,No,72445,14,36,,Cashflows,Fresh,Secured,Society,V,Iowa,North Michealport,Others,Secretary,-1,-1,SEMIU,17,
sdv-id-PiRKGS,Good,Yes,1199313,14,52,,Cashflows,Fresh,Others,Society,H,Massachusetts,Carolinemouth,Treasurer,Vice President,866,860,SEMIU,13,23007379
sdv-id-tKVMTa,Good,No,14581,14,28,25184501.89,Cashflows,Fresh,Unsecured,Trust,G,New York,South Rhondaview,Secretary,Member,866,862,SEMIU,9,2106864
sdv-id-UKTtpa,Good,No,1890086,14,47,25704098.16,Cashflows,Fresh,Unsecured,Trust,X,Kentucky,Liberg,Managing Director,Treasurer,866,75,RURAL,5,4542672
sdv-id-FvMEDe,Bad,No,3306286,14,62,,Finance Audits,Fresh,Unsecured,Society,G,New Mexico,Dakotafort,Correspondent,President,866,862,SEMIU,10,7703670
sdv-id-VyvknN,Good,No,1046910,14,47,10249405.16,Finance Ledgers,Fresh,Others,Society,[,Texas,Fowlerborough,Secretary,Member,193,-1,RURAL,24,5013335
sdv-id-hGQXzE,Good,No,3221990,14,53,20784151.7,Cashflows,Fresh,Others,Trust,H,Colorado,Paulachester,President,Director,866,862,URBAN,12,10538327
sdv-id-ZparAH,Bad,No,5624757,14,90,3408052.435,Cashflows,Fresh,Others,Society,H,Idaho,Ryantown,Others,Trustee,866,-1,RURAL,11,4043520
sdv-id-RTeDvl,Bad,Yes,525157,14,21,4927674.744,Cashflows,Fresh,Unsecured,Society,E,Florida,Lake Shelleybury,Secretary,Treasurer,866,808,SEMIU,26,6111357
sdv-id-YkVzXE,Good,No,11270,14,44,,Finance Ledgers,Fresh,Unsecured,Trust,Q,Texas,Robertborough,Others,Managing Director,866,862,URBAN,19,1707712
sdv-id-IdUusQ,Good,Yes,609187,14,49,,Finance Ledgers,Fresh,Unsecured,Trust,^,Washington,Rodriguezborough,President,Treasurer,866,862,SEMIU,8,
sdv-id-cHknKU,Good,No,1539080,14,57,13587300.03,Cashflows,Fresh,Unsecured,Society,\,New Hampshire,Bakerberg,Others,Others,433,862,RURAL,1,4028454
sdv-id-BQEdUg,Good,No,623735,14,40,,Finance Ledgers,Fresh,Others,Trust,b,Iowa,East Carol,Chairman,Managing Director,866,862,RURAL,8,7340517
sdv-id-NTrMBe,Good,No,2018049,14,70,,Finance Ledgers,Top Up,Others,Trust,R,Minnesota,Port Kenneth,Trustee,Trustee,335,862,SEMIU,16,23441079
sdv-id-ZAsECX,Bad,No,89896,14,54,21706093.03,Finance Ledgers,Fresh,Secured,Society,M,South Carolina,Port Kimberly,President,Secretary,866,-1,SEMIU,10,2699560
sdv-id-VfJhYO,Good,No,3845256,14,89,,Finance Ledgers,Fresh,Others,Society,^,Kentucky,Atkinsland,Others,Trustee,866,862,RURAL,2,6450419
sdv-id-FYhoHN,Bad,No,103000,14,42,8829278.106,Finance Ledgers,Fresh,Others,Society,\,Nevada,East Marissamouth,President,Member,866,-1,URBAN,12,4923029
sdv-id-aDNXjY,Good,No,6627794,14,77,,Finance Ledgers,Top Up,Others,Society,V,Maine,Underwoodburgh,President,Managing Director,866,-1,RURAL,4,49448225
sdv-id-cxYruN,Good,No,442568,14,99,,Cashflows,Fresh,Unsecured,Trust,C,Kentucky,West Gilbert,President,Others,866,862,SEMIU,9,3013349
sdv-id-TXtsVd,Good,No,10525293,14,44,,Finance Ledgers,Top Up,Others,Society,V,Nebraska,Ortizville,Secretary,President,866,862,URBAN,44,18066436
sdv-id-QGfsmq,Bad,No,4084061,14,76,14210787.63,Finance Ledgers,Fresh,Others,Society,B,Hawaii,West Angela,Treasurer,Managing Director,866,862,URBAN,17,12035846
sdv-id-nOlSSJ,Bad,No,246137,14,60,,Finance Ledgers,Top Up,Unsecured,Trust,D,Connecticut,Johnstonland,Correspondent,Trustee,866,-1,URBAN,5,5600109
sdv-id-ToTaaC,Good,Yes,1108633,14,50,,Cashflows,Fresh,Secured,Trust,E,New Jersey,Paigemouth,Secretary,President,861,73,SEMIU,15,31551233
sdv-id-jWtbIG,Bad,No,6999607,14,74,,Finance Ledgers,Fresh,Others,Trust,Q,Arkansas,Jessicastad,Secretary,President,842,862,RURAL,0,19001851
sdv-id-rgRFSZ,Bad,No,2644747,14,66,17841609.7,Finance Ledgers,Fresh,Others,Society,A,New Jersey,Rogersstad,Secretary,President,866,862,RURAL,28,19263741
sdv-id-VuQQPN,Bad,No,46117,14,30,12112327.33,Finance Ledgers,Fresh,Others,Society,^,Hawaii,Oliviaberg,Chairman,President,866,862,SEMIU,2,89078
sdv-id-iQxQLo,Good,No,71741,14,59,5128376.976,Finance Ledgers,Fresh,Unsecured,Society,^,Indiana,Derekland,President,President,866,862,RURAL,6,10328436
sdv-id-kEtsKE,Bad,Yes,3084203,14,70,35357216.78,Cashflows,Fresh,Unsecured,Trust,F,Texas,Geraldbury,Trustee,Vice President,866,862,URBAN,14,10609548
sdv-id-jVyXOb,Good,No,1089567,14,63,,Cashflows,Fresh,Secured,Trust,[,Nebraska,North Jasontown,Secretary,Treasurer,866,862,URBAN,24,62141269
sdv-id-pZTfWC,Good,Yes,4751471,14,59,33744448.62,Finance Audits,Fresh,Unsecured,Society,Q,California,Ryanland,Secretary,Others,864,862,RURAL,6,12537473
sdv-id-MHqFMQ,Good,No,316112,14,41,26751018.18,Cashflows,Fresh,Secured,Society,E,Oregon,North Elizabethland,Member,Treasurer,866,862,RURAL,16,22879293
sdv-id-VyxUUW,Bad,No,6439448,14,75,,Cashflows,Fresh,Others,Trust,e,West Virginia,South Monique,Secretary,Others,866,862,SEMIU,8,22388531
sdv-id-AEUYNy,Bad,Yes,1843379,14,58,29578259.22,Cashflows,Fresh,Unsecured,Society,V,Nevada,New Denise,President,Managing Director,866,862,SEMIU,16,5418370
sdv-id-oDkeIB,Bad,No,3770434,14,96,,Cashflows,Fresh,Others,Society,V,Maine,Port Adam,Secretary,Member,346,-1,RURAL,11,1168713
sdv-id-QtfnEg,Bad,No,4704476,14,69,,Cashflows,Top Up,Others,Society,V,California,West Jasmineberg,Secretary,President,802,862,URBAN,9,2498764
sdv-id-NtyZGK,Good,No,1779469,14,66,26606368.19,Finance Ledgers,Fresh,Unsecured,Society,Z,Georgia,West Charles,Secretary,Secretary,866,862,RURAL,4,28330387
sdv-id-TUlBlH,Good,Yes,177181,14,30,,Cashflows,Fresh,Others,Trust,D,Alaska,New Loganchester,President,Others,866,862,RURAL,10,191298
sdv-id-VVVXEd,Bad,No,574190,14,67,,Finance Ledgers,Fresh,Unsecured,Trust,Y,New Jersey,New Sarah,Managing Director,Managing Director,864,862,RURAL,5,18206546
sdv-id-CnrcKx,Good,No,4252406,14,69,,Cashflows,Fresh,Unsecured,Trust,R,New Hampshire,Derekmouth,Others,Others,866,862,RURAL,17,14482841
sdv-id-kaugyw,Bad,Yes,311635,14,48,11914241.23,Cashflows,Fresh,Secured,Society,F,Pennsylvania,West Shannonfurt,Chairman,Trustee,866,75,SEMIU,7,2179279
sdv-id-rajwdB,Bad,Yes,6610770,14,93,15058404.95,Finance Ledgers,Top Up,Others,Society,A,Oklahoma,Ortizburgh,Secretary,Member,866,862,SEMIU,5,6755600
sdv-id-gsYpnk,Bad,No,716027,14,45,,Cashflows,Fresh,Others,Society,O,North Carolina,North Stephenside,Trustee,Treasurer,866,862,SEMIU,12,1141944
sdv-id-xDzBbm,Good,No,128802,14,42,4435288.847,Cashflows,Fresh,Unsecured,Society,P,Maine,Hannahstad,Managing Trustee,Trustee,866,862,SEMIU,9,7292547
sdv-id-paTUet,Bad,Yes,306726,14,40,,Cashflows,Fresh,Unsecured,Society,D,Washington,West Taylorfurt,Secretary,Secretary,866,13,RURAL,15,10215464
sdv-id-vFNIXP,Good,No,712996,14,50,,Finance Ledgers,Fresh,Unsecured,Society,Y,Pennsylvania,Port Aprilborough,Managing Director,Secretary,866,862,URBAN,16,17118614
sdv-id-EdHIXq,Good,Yes,2374141,14,36,,Cashflows,Top Up,Unsecured,Trust,_,Alaska,Macdonaldland,Secretary,President,866,862,URBAN,17,3482341
sdv-id-ZYemRc,Good,No,3126299,14,51,11563604.96,Finance Ledgers,Fresh,Others,Trust,C,Kentucky,South Stephen,Chairman,Managing Director,866,862,RURAL,11,11706035
sdv-id-GeosUY,Bad,No,1090466,14,61,,Cashflows,Fresh,Secured,Society,^,New Mexico,Sarahville,Chairman,Member,866,862,URBAN,7,14112922
sdv-id-AxXKfC,Bad,Yes,83764,14,64,,Finance Ledgers,Fresh,Unsecured,Society,Z,Montana,West Lisaville,Trustee,Secretary,866,26,URBAN,16,8934279
sdv-id-DwXkEA,Good,No,15711,14,37,,Cashflows,Fresh,Others,Society,U,Wyoming,Donnaside,Others,Secretary,866,862,SEMIU,13,665738
sdv-id-OYczPW,Bad,Yes,80257,14,33,,Finance Ledgers,Fresh,Unsecured,Society,H,Utah,Villarrealfort,Secretary,Trustee,866,862,RURAL,12,3534216
sdv-id-BqQyVU,Good,Yes,4088190,14,61,,Average Bank Balance,Fresh,Unsecured,Society,b,Illinois,Tylermouth,Chairman,Trustee,866,-1,SEMIU,23,35515095
sdv-id-QjNEsy,Bad,No,6453069,14,77,18080738.69,Finance Ledgers,Fresh,Others,Society,I,Texas,Terryport,Trustee,Vice President,866,862,SEMIU,11,4843994
sdv-id-stgFfx,Bad,No,2521540,14,61,24975945.06,Finance Ledgers,Top Up,Secured,Trust,[,Virginia,Lake Rachelland,Secretary,Member,866,862,RURAL,8,14112993
sdv-id-AZGHFJ,Good,No,2680433,14,59,26465968.23,Cashflows,Fresh,Unsecured,Society,[,New York,North Emilyhaven,Secretary,Others,866,862,SEMIU,16,25609530
sdv-id-scAeST,Bad,Yes,1773002,14,23,,Cashflows,Fresh,Others,Trust,C,Washington,South Jesse,Chairman,President,866,862,URBAN,26,23135045
sdv-id-OHrgLQ,Good,No,10220226,14,81,,Cashflows,Fresh,Unsecured,Trust,W,Arizona,North Hayley,Secretary,Secretary,81,862,URBAN,12,43104041
sdv-id-CrZOLR,Bad,No,1622360,14,39,,Finance Ledgers,Fresh,Others,Society,F,Pennsylvania,East Michelleborough,Others,Others,866,-1,RURAL,15,21056429
sdv-id-DpnldC,Bad,No,7931596,14,68,,Finance Ledgers,Fresh,Others,Trust,O,South Carolina,East Matthew,President,Treasurer,866,862,RURAL,26,47448969
sdv-id-RsFjrZ,Bad,Yes,37213,14,18,17137107.08,Finance Ledgers,Fresh,Others,Society,M,Alabama,New Meganbury,Secretary,Treasurer,866,862,SEMIU,22,318097
sdv-id-fUrXLR,Bad,Yes,1922404,14,40,,Finance Ledgers,Fresh,Unsecured,Trust,],Colorado,New Tasha,President,,861,331,SEMIU,14,5530675
sdv-id-WmqCCS,Bad,Yes,12686,14,25,3808563.528,Cashflows,Top Up,Secured,Society,T,Kansas,South Briantown,Secretary,Trustee,866,-1,SEMIU,8,97000
sdv-id-gaONlw,Bad,No,860247,14,48,60199478.36,Cashflows,Fresh,Secured,Society,R,Oklahoma,Colemanbury,Managing Trustee,Member,143,747,RURAL,17,12978204
sdv-id-JDOrkp,Bad,Yes,20551,14,54,8460330.111,Finance Ledgers,Fresh,Unsecured,Trust,A,Vermont,Santiagohaven,Secretary,Secretary,866,687,SEMIU,2,891470
sdv-id-fucVyt,Good,Yes,3860689,14,79,21915980.51,Cashflows,Top Up,Others,Society,c,Vermont,North Lori,President,President,866,472,SEMIU,20,21507511
sdv-id-lMbUXh,Good,No,84908,14,41,26764130.94,Finance Ledgers,Top Up,Others,Society,M,South Carolina,East Andrewport,Managing Trustee,President,866,862,SEMIU,13,6978145
sdv-id-Medcuq,Bad,No,215605,14,39,6886106.589,Cashflows,Fresh,Unsecured,Society,G,Kentucky,New Kathleentown,President,Managing Director,218,-1,URBAN,22,4664252
sdv-id-QXBYOv,Bad,Yes,3916366,14,69,,Finance Audits,Fresh,Unsecured,Trust,Q,West Virginia,Barberside,Secretary,Chairman,866,862,URBAN,12,33854255
sdv-id-nfROpa,Good,No,836994,14,38,,Finance Ledgers,Fresh,Others,Society,K,Oklahoma,Mooreshire,Secretary,President,866,862,URBAN,11,24394636
sdv-id-GplRwM,Bad,Yes,560843,14,53,,Finance Audits,Fresh,Unsecured,Trust,C,North Carolina,Osborneview,Secretary,Secretary,129,0,RURAL,6,7771711
sdv-id-iFbDvn,Bad,No,1355371,14,52,26552279.62,Average Bank Balance,Top Up,Secured,Society,O,New York,Port Gregory,Others,Member,866,862,URBAN,22,13976220
sdv-id-HsOBFH,Bad,No,88473,14,34,23610288.69,Cashflows,Fresh,Secured,Trust,A,Maine,Karenhaven,Secretary,Treasurer,866,862,RURAL,3,9708898
sdv-id-siJNMU,Good,No,4761632,14,84,38593836.15,Finance Ledgers,Top Up,Others,Trust,R,Indiana,Port Gordonstad,,Chairman,774,862,RURAL,37,24504119
sdv-id-XZReor,Good,No,2586378,14,61,,Cashflows,Top Up,Unsecured,Society,^,Washington,West Paulfurt,Secretary,Others,866,862,SEMIU,15,3669227
sdv-id-bxQopp,Bad,No,5008435,14,61,,Cashflows,Fresh,Others,Society,G,Montana,North Sarah,President,Managing Director,866,862,URBAN,11,18631452
sdv-id-VUlezy,Bad,Yes,1298826,14,56,17592853.35,Cashflows,Fresh,Unsecured,Trust,P,New York,Teresashire,President,Others,866,862,SEMIU,5,9733757
sdv-id-vGoaxH,Bad,Yes,7222770,14,80,29962590.61,Finance Ledgers,Fresh,Others,Society,P,Virginia,Valdezton,Others,President,861,862,URBAN,13,7508943
sdv-id-VcFURy,Good,No,16370542,14,66,,Cashflows,Fresh,Others,Trust,A,Colorado,East Jenniferberg,President,Member,866,751,URBAN,23,18463847
sdv-id-ObmsAv,Good,No,627787,14,74,,Finance Ledgers,Fresh,Secured,Society,_,Kansas,Patelchester,Secretary,President,3,851,URBAN,41,866368
sdv-id-bFFQfw,Good,Yes,3743615,14,37,16101760.22,Cashflows,Fresh,Others,Society,M,Utah,Madisonbury,Secretary,Director,866,-1,RURAL,13,34707276
sdv-id-JZrwSe,Good,No,1056451,14,27,,Finance Ledgers,Top Up,Unsecured,Trust,X,Rhode Island,Christophertown,President,Secretary,866,862,URBAN,29,18860176
sdv-id-xUgsmj,Good,No,3336019,14,69,23309762.16,Bank Credits,Fresh,Unsecured,Society,e,Mississippi,West Veronica,Correspondent,Committee member,-1,862,URBAN,21,23741847
sdv-id-SdkiHS,Good,Yes,3313205,14,45,,Finance Ledgers,Fresh,Others,Society,S,Arkansas,Lake Patriciafort,Secretary,Director,866,862,URBAN,10,33602216
sdv-id-DUUAPH,Bad,Yes,2409586,14,65,,Finance Ledgers,Fresh,Secured,Trust,Y,New Mexico,Port Richard,Others,President,866,1,URBAN,3,14881747
sdv-id-xTBRdx,Good,No,1460078,14,52,,Finance Ledgers,Fresh,Unsecured,Society,C,Idaho,Jennaport,President,Trustee,623,-1,RURAL,14,4465889
sdv-id-eGLXtT,Good,Yes,7898278,14,78,,Finance Ledgers,Fresh,Unsecured,Trust,[,Washington,Timothyville,Managing Director,President,866,862,RURAL,32,67226143
sdv-id-OfgFFV,Good,No,121495,14,50,17778041.47,Cashflows,Fresh,Others,Society,R,South Carolina,East Kelly,Others,Secretary,864,-1,URBAN,2,2829469
sdv-id-Kkanfz,Good,No,332943,14,43,5060032.729,Finance Ledgers,Fresh,Others,Society,Y,Alabama,Riosfurt,Secretary,President,866,862,URBAN,13,3148212
sdv-id-vJjoZY,Bad,Yes,66289,14,30,,Finance Ledgers,Fresh,Others,Society,C,Nebraska,East Tylerport,President,Secretary,866,862,URBAN,7,12864435
sdv-id-msvaUA,Bad,No,515646,14,67,,Finance Ledgers,Fresh,Others,Society,X,Washington,Lauraborough,Correspondent,President,866,862,SEMIU,20,2676825
sdv-id-pbEGhj,Bad,Yes,16396,14,26,37961240.97,Finance Ledgers,Fresh,Secured,Society,Z,Utah,New Carolyn,Secretary,Trustee,866,862,RURAL,17,5863661
sdv-id-GdeUWJ,Bad,No,37945,14,20,,Finance Ledgers,Fresh,Unsecured,Society,E,Wyoming,Jacksonmouth,Secretary,Managing Director,866,862,URBAN,11,2285199
sdv-id-AAbWoU,Good,No,9301,14,23,,Cashflows,Fresh,Others,Society,[,Illinois,Lake Franciscoborough,Others,Secretary,866,262,SEMIU,13,1511103
sdv-id-DtiWQf,Good,No,295808,14,51,,Finance Ledgers,Fresh,Others,Trust,O,California,Port Nathaniel,Chairman,Vice President,866,299,RURAL,13,2366241
sdv-id-WufEQI,Good,No,7435282,14,58,,Average Bank Balance,Fresh,Others,Trust,G,Texas,Lake Lesliemouth,Treasurer,Vice President,614,467,SEMIU,5,63756502
sdv-id-JIdOTM,Good,No,7053115,14,47,,Cashflows,Fresh,Secured,Society,V,Missouri,Lake Glennport,Secretary,President,866,862,SEMIU,18,83908618
sdv-id-clpmuw,Bad,No,2388596,14,73,,Cashflows,Fresh,Others,Society,X,Virginia,Angelaland,Treasurer,Others,866,862,RURAL,16,32913408
sdv-id-lQKqnb,Good,No,2666180,14,30,,Finance Ledgers,Top Up,Others,Society,F,New Mexico,New Mark,Correspondent,Treasurer,863,-1,URBAN,14,21535772
sdv-id-IMRSEn,Good,No,1120014,14,32,12647967.5,Cashflows,Fresh,Others,Society,Z,Vermont,Leeland,Secretary,President,866,855,RURAL,13,7474300
sdv-id-KCIuFK,Bad,No,669454,14,81,,Finance Audits,Fresh,Unsecured,Trust,K,Montana,Andreatown,Secretary,Managing Director,80,862,RURAL,13,10500218
sdv-id-LXeNXR,Bad,No,1924692,14,39,10862616.48,Finance Ledgers,Top Up,Secured,Society,C,Alaska,Stephenton,Managing Trustee,President,866,862,RURAL,14,39951050
sdv-id-wyTKLo,Bad,Yes,1502201,14,70,,Cashflows,Fresh,Others,Trust,G,Ohio,Leemouth,Secretary,Managing Director,808,862,RURAL,5,11679719
sdv-id-RlKiDW,Bad,No,6673901,14,85,,Finance Ledgers,Top Up,Others,Society,U,Wyoming,East Susan,President,Others,866,862,URBAN,17,5210727
sdv-id-PFpeus,Bad,No,1928926,14,64,,Finance Ledgers,Top Up,Others,Society,[,Colorado,Fisherfort,Others,Committee member,866,133,SEMIU,38,50013375
sdv-id-okSviY,Bad,No,2168672,14,54,,Cashflows,Fresh,Others,Society,A,Illinois,Villarrealton,Director,President,5,862,URBAN,9,5792875
sdv-id-rzqGgZ,Bad,No,88710,14,26,,Finance Ledgers,Fresh,Secured,Society,V,Kansas,New Russell,Managing Director,Others,15,862,SEMIU,14,5853766
sdv-id-rjJTEK,Good,No,1290065,14,76,16457694.09,Finance Ledgers,Fresh,Unsecured,Trust,P,Maine,West Tanya,Secretary,Vice President,866,862,RURAL,16,13432356
sdv-id-eCAYsS,Good,Yes,1063211,14,51,,Cashflows,Fresh,Others,Society,E,Hawaii,West Tinashire,Secretary,Member,866,671,URBAN,1,1785960
sdv-id-AzpANK,Bad,No,616322,14,47,,Cashflows,Fresh,Others,Society,],Alaska,East Brianna,Managing Director,Managing Director,600,8,URBAN,19,3239964
sdv-id-Oqdqsx,Good,No,4222052,14,71,62766069.13,Cashflows,Fresh,Unsecured,Trust,D,Illinois,Bryanview,Correspondent,Trustee,866,23,RURAL,11,45042701
sdv-id-OzBGIy,Bad,Yes,922159,14,39,,Finance Ledgers,Fresh,Secured,Society,H,Massachusetts,Lauriechester,Secretary,Trustee,866,735,SEMIU,11,17364509
sdv-id-VwAqnE,Bad,Yes,41872,14,28,19574754.6,Finance Audits,Fresh,Secured,Trust,K,Mississippi,East Gabriela,Secretary,Vice President,866,855,SEMIU,8,11821689
sdv-id-APFdpb,Good,No,1404382,14,82,,Cashflows,Top Up,Others,Society,^,West Virginia,Campbellfort,Secretary,Others,316,862,SEMIU,14,3981078
sdv-id-IQfpqW,Good,No,9459506,14,51,,Cashflows,Fresh,Others,Trust,B,California,New Andrewview,Secretary,Secretary,855,862,SEMIU,9,17342541
sdv-id-eYBBGt,Bad,Yes,5077140,14,83,,Cashflows,Top Up,Others,Trust,U,Virginia,Theresaburgh,President,Secretary,866,862,RURAL,6,8227373
sdv-id-OWihkW,Good,No,9058447,14,130,20636799.02,Cashflows,Fresh,Others,Trust,h,North Dakota,Port Michelle,Secretary,President,866,823,RURAL,20,6890359
sdv-id-WCtPNt,Good,No,1164672,14,67,17195773.72,Finance Ledgers,Fresh,Others,Society,U,Oregon,Landryborough,Correspondent,Trustee,243,862,RURAL,3,16371174
sdv-id-XWcEox,Bad,Yes,173599,14,44,,Cashflows,Fresh,Unsecured,Society,d,West Virginia,Johnathanshire,Others,Secretary,866,862,RURAL,4,1657089
sdv-id-LXliqR,Good,No,4612187,14,87,,Cashflows,Top Up,Unsecured,Society,C,New Mexico,Wilcoxburgh,Secretary,President,866,862,RURAL,11,72119593
sdv-id-WxYWJY,Bad,Yes,95191,14,39,,Finance Ledgers,Top Up,Secured,Trust,Q,Indiana,Lake Daniel,Chairman,Secretary,866,-1,URBAN,19,1847145
sdv-id-ImgKAY,Bad,Yes,2342829,14,123,17855327.06,Cashflows,Fresh,Others,Society,N,Maine,Lake Jason,Secretary,Managing Director,679,-1,RURAL,16,21468735
sdv-id-qiXzLI,Bad,No,6693486,14,59,,Finance Ledgers,Fresh,Unsecured,Society,Y,Tennessee,New Jenniferside,Secretary,President,866,862,RURAL,4,22657150
sdv-id-ZqWHtc,Good,Yes,2198666,14,45,,Finance Audits,Fresh,Unsecured,Trust,V,Oklahoma,Jonesmouth,Chairman,Treasurer,866,-1,RURAL,5,6239973
sdv-id-xDTuZi,Good,Yes,7727667,14,65,,Finance Ledgers,Fresh,Others,Society,E,Maine,Lake Colin,President,Trustee,866,862,SEMIU,9,23851270
sdv-id-drskUU,Bad,Yes,290282,14,27,18973148.83,Cashflows,Fresh,Secured,Society,G,Montana,West Matthew,Secretary,Secretary,866,-1,SEMIU,20,4529573
sdv-id-vCftnI,Bad,No,2695236,14,71,48092279.43,Cashflows,Fresh,Others,Society,F,North Dakota,East Jeremiah,Chairman,Member,866,746,SEMIU,10,7066020
sdv-id-XkxkNA,Bad,No,2845098,14,70,,Cashflows,Fresh,Others,Trust,G,Hawaii,Lake Erin,Managing Trustee,Treasurer,866,862,URBAN,11,10304376
sdv-id-TlTZro,Good,No,32515,14,30,,Average Bank Balance,Top Up,Unsecured,Society,V,Indiana,Alexandraberg,Secretary,Secretary,866,862,URBAN,7,1118933
sdv-id-zkTvsD,Bad,No,286622,14,36,,Cashflows,Fresh,Others,Trust,e,Colorado,Garybury,Secretary,Trustee,866,862,SEMIU,13,4871948
sdv-id-AjADMG,Bad,Yes,327556,14,36,15558711.25,Cashflows,Fresh,Others,Trust,X,Ohio,Piercefurt,Secretary,President,866,862,RURAL,4,6922231
sdv-id-eHvZfv,Bad,Yes,71382,14,28,10499712.15,Cashflows,Fresh,Unsecured,Society,V,Oklahoma,Barnettton,Managing Director,Member,866,-1,RURAL,26,
sdv-id-fybWOe,Bad,No,322779,14,78,,Bank Credits,Fresh,Secured,Society,C,North Carolina,Jennifermouth,Secretary,Trustee,866,862,SEMIU,4,6244406
sdv-id-EcRDOE,Good,No,831349,14,55,4282943.997,Finance Ledgers,Fresh,Unsecured,Trust,H,Texas,Richardsport,,Member,399,854,RURAL,10,532659
sdv-id-WIhjrT,Bad,No,351813,14,38,,Finance Audits,Fresh,Unsecured,Trust,V,West Virginia,Jacksonview,Correspondent,Treasurer,829,-1,SEMIU,10,754109
sdv-id-QfeQRt,Bad,Yes,115746,14,41,,Cashflows,Fresh,Secured,Trust,H,Rhode Island,East Alejandra,Secretary,President,866,862,RURAL,31,9488782
sdv-id-OMgpiQ,Good,No,586913,14,41,,Cashflows,Fresh,Secured,Society,K,Oregon,Jacksonfort,Secretary,Member,866,862,URBAN,22,50279016
sdv-id-jEnvMT,Bad,Yes,1131668,14,41,15851973.58,Finance Ledgers,Fresh,Others,Society,Z,Arizona,Lloydchester,Correspondent,Treasurer,13,862,URBAN,2,30357034
sdv-id-ByMCmy,Good,No,6238033,14,76,,Finance Ledgers,Top Up,Others,Society,^,Maine,Reginaland,Secretary,Trustee,866,862,RURAL,39,30090291
sdv-id-pzUjAb,Bad,No,1605767,14,36,,Cashflows,Fresh,Others,Society,K,Pennsylvania,Port Virginiashire,Secretary,Treasurer,866,862,RURAL,14,22479642
sdv-id-oGwJzN,Good,No,4519183,14,55,41425683.19,Finance Audits,Fresh,Unsecured,Society,f,Hawaii,North Thomasstad,President,Treasurer,-1,611,URBAN,24,9190542
sdv-id-nqDdxW,Bad,Yes,2454431,14,67,28050025.06,Cashflows,Fresh,Others,Trust,V,Pennsylvania,South Malikburgh,Secretary,Secretary,866,862,SEMIU,19,5200458
sdv-id-mOCGUV,Bad,Yes,4143248,14,51,32107080.87,Cashflows,Fresh,Others,Trust,V,Arkansas,Teresaborough,Secretary,President,866,862,SEMIU,17,54503170
sdv-id-jGfxlC,Bad,No,347608,14,36,30572557.14,Cashflows,Fresh,Secured,Society,P,Tennessee,Gaychester,Secretary,Treasurer,657,8,RURAL,51,1736291
